1.626576561697785639e+00 0.000000000000000000e+00
1.584625818705653000e+00 0.000000000000000000e+00
1.560296726984097937e+00 0.000000000000000000e+00
1.547943561526657463e+00 0.000000000000000000e+00
1.539739366399206055e+00 0.000000000000000000e+00
1.534130558587964543e+00 0.000000000000000000e+00
1.529984506115778853e+00 0.000000000000000000e+00
1.526819343142515883e+00 0.000000000000000000e+00
1.524316200365005924e+00 0.000000000000000000e+00
1.522290129745166531e+00 0.000000000000000000e+00
1.520615725625555914e+00 0.000000000000000000e+00
1.519209208949517054e+00 0.000000000000000000e+00
1.518010963651658551e+00 0.000000000000000000e+00
1.516978008756946883e+00 0.000000000000000000e+00
1.516078351792963907e+00 0.000000000000000000e+00
1.515287778742573144e+00 0.000000000000000000e+00
1.514587591635879749e+00 0.000000000000000000e+00
1.513963137159595629e+00 0.000000000000000000e+00
1.513402763926230854e+00 0.000000000000000000e+00
1.512897093779969504e+00 0.000000000000000000e+00
1.512438492441109172e+00 0.000000000000000000e+00
1.512020682687426509e+00 0.000000000000000000e+00
1.511638455579620510e+00 0.000000000000000000e+00
1.511287452610960313e+00 0.000000000000000000e+00
1.510963998974813816e+00 0.000000000000000000e+00
1.510664974607349498e+00 0.000000000000000000e+00
1.510387713334876425e+00 0.000000000000000000e+00
1.510129923253548112e+00 0.000000000000000000e+00
1.509889623294927263e+00 0.000000000000000000e+00
1.509665092269071307e+00 0.000000000000000000e+00
1.509454827611443006e+00 0.000000000000000000e+00
1.509257511745141667e+00 0.000000000000000000e+00
1.509071669598078591e+00 0.000000000000000000e+00
1.508897220137502826e+00 0.000000000000000000e+00
1.508732308722261495e+00 0.000000000000000000e+00
1.508576439954830040e+00 0.000000000000000000e+00
1.508428890030164782e+00 0.000000000000000000e+00
1.508289010373372374e+00 0.000000000000000000e+00
1.508156218114445890e+00 0.000000000000000000e+00
