1.653591100762535460e+00 4.930380657631323784e-32
1.623636029428538130e+00 7.511486043979136466e-04
1.622499254257165235e+00 2.352691185504176652e-04
1.600722922167364226e+00 1.571112946543870516e-04
1.595562024576735016e+00 9.478150557081313227e-05
1.583863383627919452e+00 8.095501715087405044e-05
1.579892557162449362e+00 5.856401450897065491e-05
1.579762418074725616e+00 4.009185433376459383e-05
1.575729058920906533e+00 3.119610288426049574e-05
1.574707618767280159e+00 2.734343168834543568e-05
1.570793040459951495e+00 2.175659527598481228e-05
1.569513538790211937e+00 2.000544644535395787e-05
1.569692447317130313e+00 1.516993306017322108e-05
1.567855710224951515e+00 1.445873646758879334e-05
1.567394428074222246e+00 1.264070059367107189e-05
1.565614055259660908e+00 1.155971510081744246e-05
1.564984608400331378e+00 9.522191400010964212e-06
1.565009775462084640e+00 8.606306320135947234e-06
1.564000377263870201e+00 7.806482718543601942e-06
1.563753827196499024e+00 7.033320366683838115e-06
1.562776211227098644e+00 6.786088683441141377e-06
1.562390653995864298e+00 5.482986646014074201e-06
1.562393135878005435e+00 5.467421269269709183e-06
1.561773983486538731e+00 4.505406290710056540e-06
1.561675173053151955e+00 4.302755372908388643e-06
1.561009861458086956e+00 4.160464231038500793e-06
1.560829969726022615e+00 3.825920958359569805e-06
1.560810478484995878e+00 3.650743889674799714e-06
1.560410260510077807e+00 3.246334422965713572e-06
1.560320435751806567e+00 2.945930778472680892e-06
1.559782811537475000e+00 2.949407101199109822e-06
1.559707739982943764e+00 2.599826393923618277e-06
1.559643655465393630e+00 2.419129826937595422e-06
1.559341709110620755e+00 2.493736584534715897e-06
1.559190182884936826e+00 2.140412623202186367e-06
1.558974595022327270e+00 2.210367664418645249e-06
1.558777247702939572e+00 1.975026464960838609e-06
1.558820500368339745e+00 2.031838472104695791e-06
1.558589601705707484e+00 1.877280828563598701e-06
