0	0	0	0	0	5	0	0	0
44	205	16	107	2	228	70	14	110
132	170	60	114	11	763	98	17	190
735	2143	312	1959	80	1766	861	173	2066
2560	1098	1183	2251	368	5938	1320	407	2331
3352	7379	1591	9975	418	5392	4160	1017	9821
15492	4642	7816	13303	2645	24801	7441	2914	14957
9208	15362	5368	28594	1343	11240	11587	3464	26922
57976	12339	28313	45928	12185	67547	26768	12832	60018
18751	25478	12451	58072	3463	17784	23264	8385	53000
155326	25415	74658	110566	37854	144493	68209	39594	169974
30457	35842	23368	93914	7113	24694	37988	16069	83982
333720	43751	153608	209579	93287	256970	138516	93295	372138
42876	45695	36798	130115	12335	29944	53014	26055	114845
598337	67606	271743	334006	190229	410058	238464	184080	673538
53269	54088	52161	159777	18807	34676	66971	37315	142236
940644	96379	420814	469499	336730	609828	365701	317494	1064526
61423	60661	68140	181219	25409	38047	78185	48878	160143
1323062	132623	592159	603288	534231	861509	509695	493491	1501417
65617	64370	82469	191177	33015	41092	86408	59670	167921
1700815	175334	776708	720670	772089	1157512	667827	709111	1935687
66428	66876	96013	192422	39511	42971	92680	68223	166066
2028114	227699	958897	817561	1045320	1497725	834050	958413	2317286
65312	67528	106278	185619	46500	44754	95206	76799	156411
2283675	289070	1131034	890681	1336263	1862475	999172	1230583	2606505
61335	66663	113482	171882	53023	46893	96806	83040	141736
2457790	360698	1293930	936715	1635761	2227165	1161521	1520868	2778035
57377	64705	118228	151972	58595	48632	95836	87655	125249
2560248	443291	1441961	956130	1924911	2582037	1316677	1811663	2833023
54063	62725	118595	128954	63841	50884	93024	91434	108395
2614596	538282	1570102	951667	2201910	2904828	1461901	2098867	2787106
51298	58796	117146	106427	68657	53162	88835	93723	92493
2642716	644482	1686922	928481	2462101	3199486	1592977	2363894	2673068
49554	55212	113668	84824	72812	55088	83692	94913	76724
2664141	766580	1788933	895850	2708365	3464443	1719189	2605396	2513937
50293	51864	108636	66683	76470	55828	78663	95945	62481
