0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0
0	0	0	1	0	0	0	0	0
0	0	0	4	0	0	0	0	0
0	0	0	2	0	0	0	0	0
1	0	0	32	0	0	0	0	1
0	0	0	12	0	0	0	0	1
4	0	0	161	0	0	0	0	6
0	0	0	43	0	0	0	0	1
14	0	0	519	1	1	1	0	20
1	0	0	112	0	2	0	1	1
39	1	1	1507	2	5	0	1	74
3	0	2	258	0	3	0	0	15
139	0	6	4367	13	37	8	2	295
22	0	0	645	2	7	3	2	28
484	4	21	11317	31	112	31	23	850
59	1	2	1282	1	21	3	3	82
1336	14	76	25182	92	347	94	54	2296
94	0	26	2380	18	51	9	3	160
3592	58	196	51986	268	1046	259	165	5895
237	3	78	4190	45	137	16	17	369
8468	164	560	98551	799	2478	726	491	13650
518	26	111	6735	94	241	27	39	755
18568	468	1413	176005	1959	5851	1676	1148	28778
955	61	234	10335	173	510	53	84	1351
37841	1278	3368	294225	4774	12930	3929	2724	57612
1793	105	479	14628	386	971	110	147	2357
73375	3138	7255	463896	10124	26023	8312	5902	107458
3020	272	847	20050	689	1696	210	289	3795
132302	7049	15060	694717	20483	50558	16689	12235	187360
4961	515	1623	25645	1275	2744	372	528	6038
226403	15201	29289	987721	39729	91921	31608	22898	311324
7551	1059	2653	31987	2220	4507	633	948	8822
368009	30167	54589	1342299	72808	158031	56607	42205	492215
11116	1894	4126	38038	3540	6898	977	1479	12511
569422	57619	94603	1754884	126416	261131	97353	72390	738612
15933	3408	6200	43347	5494	9994	1478	2429	17544
846380	104499	157154	2210113	209775	409954	161059	120400	1066900
21332	5411	9151	47750	8406	14033	2136	3555	22689
1200033	180258	249646	2688325	333211	616707	253966	190155	1475225
28106	8673	12844	51784	11767	18962	3035	5168	29258
1645191	296026	378552	3168393	505432	894272	383399	287767	1964309
35738	13569	17062	54624	16172	24839	4316	7193	35810
2165310	465413	554075	3638200	737133	1245381	561267	421047	2526136
43894	19752	22293	55661	21396	31126	5640	9902	42196
2751989	703905	778908	4064129	1034387	1674125	791697	595403	3136408
52017	27501	28125	55315	27405	38034	7353	12612	48521
3384386	1022386	1057995	4432185	1400228	2172341	1078092	817072	3773051
59951	37643	34008	53528	33554	45156	9286	16424	53612
4032399	1426326	1387003	4739841	1830913	2729759	1425477	1084456	4399085
66923	49526	40692	50887	40032	52592	11171	20363	58027
4657802	1917931	1768443	4961680	2312458	3329015	1832846	1396416	4981971
72918	62299	46786	47791	46740	59089	13583	24549	61541
5225973	2488558	2179912	5106437	2834762	3935100	2286347	1753793	5494390
77319	76714	52940	43285	53036	64185	15995	28949	63425
5696466	3121447	2614785	5167492	3375114	4517290	2774998	2148904	5897229
80339	91032	57805	39022	58518	68306	18230	33327	63328
6046230	3788139	3059621	5140604	3902864	5055448	3288097	2568992	6166618
80087	105209	61859	34737	62579	70988	20569	38103	62171
6248226	4451428	3482215	5041468	4386020	5501010	3795150	3008486	6281776
79004	117087	64756	30586	64242	72503	22501	42330	59307
6293128	5070842	3871231	4873141	4803127	5835149	4283353	3441784	6250950
75683	127676	66245	26030	65839	71457	24498	46212	56074
6186350	5601099	4217733	4647371	5141974	6044408	4724262	3860971	6073855
71013	135302	66205	21774	65555	69235	25230	49769	50937
5926387	6013598	4492237	4373921	5368167	6101224	5096246	4245223	5757415
65174	138681	65070	18231	63109	66011	26411	52305	45263
5544500	6272784	4698477	4056778	5480904	6023126	5382130	4585107	5331694
57970	140140	63305	14981	60113	61431	26984	54343	40021
5066794	6371154	4820266	3716770	5479928	5805392	5563496	4855843	4827600
50774	136933	60391	12116	55908	56117	27188	55132	33831
4530236	6294297	4862575	3364380	5374294	5475148	5639469	5050099	4264433
43285	130794	56432	9979	51338	50117	26311	55881	28212
3956870	6067348	4827329	3000905	5169596	5046848	5597792	5172386	3687550
36641	120976	52095	7899	45903	43984	25413	54972	23222
3379299	5696462	4718779	2646075	4890313	4558270	5452454	5201108	3111036
30051	110426	47826	6207	40110	38046	23736	53540	18222
2828723	5222636	4555356	2300754	4552918	4027627	5215782	5141341	2566688
23910	97626	43047	4789	34226	31918	22032	51254	14205
2314530	4671960	4339409	1971028	4170694	3488128	4887873	5003600	2071129
18737	85400	38483	3670	28940	26435	19701	48618	10916
1855081	4083756	4087260	1664308	3769297	2953860	4502641	4786844	1626109
14503	72477	34258	2808	24094	21565	18044	45455	7900
1456468	3488011	3797566	1387628	3368688	2456208	4073844	4511872	1250516
10953	60411	30687	2045	19714	17646	15488	41750	5798
1120493	2917695	3506899	1137128	2968369	1999140	3614199	4179181	936727
8025	49456	27189	1514	15870	14149	13300	37299	3992
847414	2385227	3200905	916000	2590767	1596943	3154060	3810471	685784
5994	39639	24054	1109	12562	10991	11427	33729	2744
626511	1910196	2895319	726445	2241366	1250391	2698467	3418752	488583
4259	31391	21423	744	10013	8597	9171	29600	1888
454071	1500054	2602050	565229	1917415	960839	2276402	3020979	338988
2950	24187	19446	509	7699	6646	7644	25277	1164
323790	1151668	2318831	430525	1628297	724776	1885281	2626886	228939
2113	18493	16966	342	5842	4978	6150	21750	736
226997	868380	2049295	322033	1370928	534229	1535116	2251228	151267
1425	13973	14961	212	4381	3697	4996	18141	498
155253	642873	1799509	235764	1140256	386608	1230149	1898639	96883
993	10272	13542	169	3300	2698	3881	15046	285
105885	466606	1563802	167593	941980	274860	972320	1579748	60508
637	7414	11931	93	2452	1971	3216	12310	161
69940	331799	1352743	116664	769580	191951	755339	1294210	36434
400	5174	10718	53	1762	1417	2563	9872	97
45663	232599	1157165	78943	623052	130987	577108	1045261	21260
222	3632	9180	34	1210	1057	2068	7814	62
29056	160450	983845	52315	497648	88431	435554	833296	12287
150	2571	7982	15	854	737	1666	5862	34
18611	108219	826244	33238	391891	58490	323071	652356	6776
105	1779	6814	9	543	523	1227	4450	14
11336	72101	689445	20705	304744	37299	236683	503881	3577
67	1198	5697	2	336	341	1020	3246	6
6813	47167	566756	12440	233775	23533	171275	384470	1840
36	784	4843	3	229	228	767	2462	1
4048	30527	462197	7291	175503	14588	121297	288168	886
19	528	3908	2	139	166	595	1831	2
2319	19212	372634	4071	129252	8932	85313	213213	428
9	356	3181	1	71	89	426	1272	0
1391	12015	296350	2217	93328	5217	58779	154915	189
7	205	2470	0	46	69	352	862	0
778	7441	232962	1081	65919	2918	39578	110925	89
1	140	1903	0	35	37	271	571	0
404	4347	180233	567	45247	1665	26271	77800	21
1	83	1415	0	13	17	173	385	0
257	2678	136933	249	30139	961	17137	53982	10
0	52	1117	0	2	19	143	219	0
105	1502	101852	128	20000	508	10788	36785	4
0	26	797	0	6	8	76	147	0
60	841	75061	55	12617	265	6892	24547	1
1	18	571	0	1	5	52	73	0
31	453	53964	12	7801	113	4174	15683	0
1	11	406	0	0	3	30	53	0
14	244	38460	3	4576	50	2486	10138	0
0	5	280	0	1	0	17	28	0
7	147	26123	2	2715	23	1413	6200	0
0	5	190	0	0	0	9	17	0
1	77	17776	0	1528	16	831	3887	0
0	2	105	0	0	0	10	5	0
2	30	11710	0	828	3	479	2254	0
0	3	69	0	0	0	0	4	0
0	18	7543	0	379	3	253	1326	0
0	0	42	0	0	0	3	0	0
1	5	4504	0	224	0	142	739	0
0	0	26	0	0	0	4	0	0
1	3	2660	0	102	0	69	381	0
0	1	16	0	0	0	1	0	0
0	1	1499	0	46	0	22	215	0
0	0	5	0	0	0	0	0	0
0	1	841	0	16	0	11	98	0
0	0	4	0	0	0	0	0	0
0	0	475	0	9	0	5	44	0
0	0	2	0	0	0	0	0	0
0	0	245	0	6	0	3	17	0
0	0	0	0	0	0	0	0	0
0	0	108	0	1	0	1	11	0
0	0	0	0	0	0	0	0	0
0	0	54	0	0	0	1	4	0
0	0	0	0	0	0	0	0	0
0	0	32	0	0	0	1	2	0
0	0	1	0	0	0	0	0	0
0	0	8	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
