0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	1
0	0	1	0	0	0	0	0	2
0	0	0	1	0	0	1	0	0
1	1	1	5	0	2	0	0	2
0	0	0	1	0	0	8	0	0
9	3	6	19	2	5	0	3	6
0	0	0	6	3	0	17	0	3
39	11	12	48	8	18	2	12	25
0	0	0	14	2	0	60	2	6
122	73	41	159	20	75	6	28	65
0	0	0	48	6	0	178	0	26
377	162	117	457	58	238	19	84	233
0	0	0	132	18	0	474	1	51
962	501	292	1130	199	652	68	227	611
0	0	0	244	30	0	974	11	121
2548	1343	774	2630	476	1751	148	578	1550
0	0	0	545	86	0	2193	12	307
5685	3210	1717	5550	1252	4198	357	1500	3689
0	0	0	1003	185	0	4697	33	555
12805	7202	3914	11361	2674	9432	866	3233	8261
0	0	0	1698	417	0	9652	73	1175
26306	15328	7729	21901	5798	19956	1875	6832	17299
0	0	0	2991	856	0	18308	120	2111
51643	30794	15672	39486	11554	39976	3862	13592	33404
0	0	0	4591	1754	0	33365	210	3746
95594	58105	29074	68178	21898	74661	7470	25352	61657
0	0	0	7170	3305	0	57761	324	5830
166425	105553	51320	113360	39683	132533	13922	44444	107620
0	0	0	10418	6000	0	96339	540	9535
277852	182546	87716	179510	69224	224865	24504	76360	182296
0	0	0	14409	10247	0	152531	886	14486
441228	299737	142365	275148	113014	363671	42094	123863	290835
0	0	0	19594	17112	0	233880	1324	21200
668999	472617	223659	404352	178627	561411	67585	193518	449085
0	0	0	25481	27780	0	342717	1887	29724
974955	713290	337955	577522	270312	834518	104927	291327	666436
0	0	0	32849	43452	0	490016	2584	40774
1368715	1033092	491291	797806	396254	1189943	159226	422927	954070
0	0	0	40727	66543	0	673154	3558	53680
1847564	1445661	693748	1068013	559015	1630773	229606	597821	1314100
0	0	0	49003	96865	0	901997	4840	69097
2403755	1943953	945945	1392087	762318	2162954	320901	815072	1749648
0	0	0	57263	139974	0	1171664	6043	85179
3021581	2521937	1255205	1766327	1005269	2759968	435891	1080730	2260459
0	0	0	65170	194067	0	1473575	7714	101958
3677130	3166967	1614044	2187201	1284240	3417331	571044	1395231	2825560
0	0	0	72786	263545	0	1806606	9168	119167
4334967	3843899	2022008	2641104	1590159	4093033	728387	1755887	3428801
0	0	0	79006	350040	0	2161717	11167	135347
4961184	4514800	2469495	3113399	1914629	4752857	900939	2152243	4042501
0	0	0	83931	453397	0	2513693	13237	150278
5507264	5148655	2941602	3592420	2243957	5351840	1084860	2580057	4635532
0	0	0	88810	571595	0	2858792	14734	160211
5942560	5698956	3421266	4063171	2554327	5859260	1268345	3029835	5172437
0	0	0	91084	708764	0	3169554	16510	168487
6241121	6119952	3887108	4490158	2840044	6238450	1450221	3477719	5618038
0	0	0	91674	858972	0	3437096	18346	172207
6382202	6397957	4330493	4866268	3081061	6463354	1616129	3907905	5945736
0	0	0	90961	1020800	0	3646279	19674	171923
6360923	6506106	4713957	5164763	3267441	6516180	1752091	4313354	6139205
0	0	0	88734	1185604	0	3787573	21194	167612
6177608	6441850	5031104	5373939	3387951	6403178	1858979	4663486	6173527
0	0	0	84618	1357051	0	3847333	22135	159574
5859948	6213693	5267041	5488740	3440835	6125377	1929655	4955437	6060952
0	0	0	79735	1521922	0	3830105	23072	148860
5431057	5843942	5410562	5499945	3421107	5722548	1958450	5164356	5802128
0	0	0	74015	1675170	0	3735063	23188	135724
4912780	5360579	5449388	5414113	3336762	5214492	1942986	5291335	5427816
0	0	0	67416	1806277	0	3569584	23141	120851
4346832	4801022	5395546	5216027	3201243	4639798	1885005	5323899	4951707
0	0	0	60915	1919330	0	3347651	22730	104854
3763374	4204412	5251001	4941842	3008701	4025194	1793997	5264048	4412021
0	0	0	54038	2000060	0	3082607	21974	89610
3189467	3597650	5016231	4592516	2793839	3413236	1668275	5110853	3844114
0	0	0	46825	2045217	0	2779624	20902	73899
2647500	3010597	4715432	4183614	2546055	2824956	1524627	4888146	3264936
0	0	0	39700	2062112	0	2466555	19609	60281
2150475	2463713	4356787	3748541	2289623	2281935	1366055	4592014	2707009
0	0	0	33595	2037381	0	2144791	18001	47948
1713565	1973817	3962644	3290194	2026789	1800687	1199390	4237122	2195920
0	0	0	27523	1982088	0	1836022	16363	37299
1336652	1549841	3546253	2837003	1772089	1387975	1032684	3851386	1738349
0	0	0	22498	1894496	0	1542901	14670	28200
1023490	1188994	3115083	2397975	1529240	1044372	875602	3440821	1344128
0	0	0	17936	1772701	0	1276986	12726	21138
771325	899351	2699602	1985504	1305034	766108	726090	3021522	1017240
0	0	0	13870	1635003	0	1037464	11064	15263
568860	665238	2294660	1613491	1097622	549021	593142	2612553	747942
0	0	0	10714	1483213	0	830546	9331	10972
412590	483013	1921839	1281020	912447	382994	474699	2218830	539020
0	0	0	8013	1321607	0	654085	7877	7482
293507	344388	1583384	996924	749491	261032	374589	1859015	379306
0	0	0	5864	1152391	0	507034	6317	4916
206487	240599	1285120	760594	609479	172895	290766	1529761	260467
0	0	0	4045	989568	0	386861	5244	3263
141611	166647	1020316	566538	488532	111834	220561	1234521	173483
0	0	0	2805	829693	0	290719	4240	2056
95988	112243	798482	412410	386157	70050	165645	985890	113004
0	0	0	1972	681275	0	214979	3254	1274
64677	74624	613330	293080	300518	42105	122072	774807	72005
0	0	0	1327	551741	0	156155	2599	747
42628	48960	462655	204193	230572	25204	88561	598728	44332
0	0	0	903	435146	0	110986	1991	450
27812	31425	341908	137869	173241	14411	62555	454556	26440
0	0	0	557	336476	0	78627	1542	260
17691	19815	248902	90834	128634	7925	43820	340692	15812
0	0	0	323	252979	0	54311	1151	126
11312	12323	175856	59460	93873	4349	30069	251127	8793
0	0	0	215	186829	0	37490	773	84
7261	7683	122411	36884	66814	2340	20530	181200	4895
0	0	0	101	133717	0	24599	589	44
4553	4777	82932	22399	46350	1130	13375	128949	2700
0	0	0	72	94527	0	15975	414	21
2685	2768	54860	13620	31469	517	8701	90318	1395
0	0	0	30	64523	0	10352	292	7
1566	1598	35198	7730	21190	256	5545	61432	723
0	0	0	23	42775	0	6505	187	0
955	952	22058	4422	13554	105	3468	41444	370
0	0	0	4	27638	0	3922	166	0
573	525	13516	2333	8563	45	2085	27039	174
0	0	0	1	17849	0	2318	107	0
285	251	8036	1323	5081	17	1210	17631	75
0	0	0	2	10719	0	1340	67	0
180	158	4395	677	2996	9	683	11030	32
0	0	0	1	6308	0	817	35	0
92	70	2471	358	1645	0	389	6790	12
0	0	0	0	3672	0	400	24	0
61	45	1324	180	1001	0	197	4202	7
0	0	0	0	2029	0	198	11	0
18	12	624	96	482	0	103	2315	2
0	0	0	0	1059	0	112	11	0
16	10	310	47	253	0	54	1451	0
0	0	0	0	578	0	57	6	0
1	2	111	24	114	0	23	778	1
0	0	0	0	286	0	31	4	0
2	2	51	3	69	0	8	408	0
0	0	0	0	142	0	14	1	0
0	0	33	3	19	0	7	196	0
0	0	0	0	45	0	7	0	0
0	0	14	1	9	0	1	107	0
0	0	0	0	19	0	2	0	0
0	0	2	0	4	0	1	42	0
0	0	0	0	8	0	0	0	0
0	0	1	0	0	0	1	17	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	10	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
